tag,title,brand,link,price,summary,image_url,image_urls,description,warning_description,package_contents_description,ingredients_description,key_features_description,flavors_description,specifications_description,performance_description,disposable_description,why_description,innovation_description,preference_description,enjoyment_description,compatibility_description,coil_description,battery_description,puffs_description,nicotine_description,e_liquid_description,prefilled_description,devices_description,airflow_description,heating_element_description,operation_description,charging_description,screen_description,links_description,colors_description,returns_description,options_description,size_description,pods_description,hardware_description,wattage_description,faqs_description,disposable,rechargeable,battery,mesh,usb,adjustable
coastal-clouds-premium-e-liquid-60ml,Coastal Clouds Premium Vape E-Liquid 60ml,Coastal Clouds,https://perfectvape.com/coastal-clouds-premium-e-liquid-60ml/,$10.56,"COASTAL CLOUDS PREMIUM E-LIQUID 60ML
(0mg/3mg/6mg)
 
FLAVORS HAVE BEEN UPDATED 2020
BLOOD ORANGE MANGO (BLOOD ORANGE SNOW CONE)
Set out toward the bold flavors of this refreshing snow cone bursting with tangy mango, sweet blood orange, tart...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1868/7388/coastal-clouds-premium-e-liquid-60ml__09420.1713327475.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7388/coastal-clouds-premium-e-liquid-60ml__09420.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6954/coastal-clouds-premium-e-liquid-60ml__69675.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6231/coastal-clouds-premium-e-liquid-60ml__61937.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7166/coastal-clouds-premium-e-liquid-60ml__28436.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6958/coastal-clouds-premium-e-liquid-60ml__12119.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6322/coastal-clouds-premium-e-liquid-60ml__27167.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6455/coastal-clouds-premium-e-liquid-60ml__03916.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6497/coastal-clouds-premium-e-liquid-60ml__90856.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7062/coastal-clouds-premium-e-liquid-60ml__57363.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7992/coastal-clouds-premium-e-liquid-60ml__43328.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6706/coastal-clouds-premium-e-liquid-60ml__65083.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7544/coastal-clouds-premium-e-liquid-60ml__79548.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7427/coastal-clouds-premium-e-liquid-60ml__98577.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6938/coastal-clouds-premium-e-liquid-60ml__12824.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7482/coastal-clouds-premium-e-liquid-60ml__25001.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7215/coastal-clouds-premium-e-liquid-60ml__78001.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6359/coastal-clouds-premium-e-liquid-60ml__15385.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6578/coastal-clouds-premium-e-liquid-60ml__60410.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6949/coastal-clouds-premium-e-liquid-60ml__85009.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7242/coastal-clouds-premium-e-liquid-60ml__08142.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7745/coastal-clouds-premium-e-liquid-60ml__45326.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7199/coastal-clouds-premium-e-liquid-60ml__14059.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/7223/coastal-clouds-premium-e-liquid-60ml__01726.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6391/coastal-clouds-premium-e-liquid-60ml__11685.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6916/coastal-clouds-premium-e-liquid-60ml__58963.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6805/coastal-clouds-premium-e-liquid-60ml__60914.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6837/coastal-clouds-premium-e-liquid-60ml__99612.1713327475.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1868/6457/coastal-clouds-premium-e-liquid-60ml__38484.1713327475.jpg?c=2']","COASTAL CLOUDS PREMIUM E-LIQUID 60ML
(0mg/3mg/6mg)
FLAVORS HAVE BEEN UPDATED 2020
BLOOD ORANGE MANGO (BLOOD ORANGE SNOW CONE)
Set out toward the bold flavors of this refreshing snow cone bursting with tangy mango, sweet blood orange, tart lemon and zesty lime.
MANGO BERRIES
Grab the refreshing combination of local tropical mango blended with splashes of berries.
APPLE PEACH STRAWBERRY
Experience waves of flavor from fresh apples, peaches and strawberries.
MELON BERRIES
Stay fresh with this thirst-quenching blend of watermelon, strawberries, cantaloupe and honeydew.
CITRUS PEACH (SUGARED NECTARINE)
Head to the coast of California for freshly picked, sugary sweet and juicy nectarines.
PASSION FRUIT ORANGE GUAVA
Escape to the islands for the fresh flavors of passion fruit, orange and guava.
BLUEBERRY BANANA (BLUEBERRY BANANA MUFFIN)
Start your morning with a buttery blueberry and banana muffin from the coastal corner bakery.
LEMON MERINGUE (LEMON MERINGUE PIE)
Venture out for a slice of refreshingly tart and subtly sweet lemon meringue pie.
MAPLE BUTTER
Head to the wooded northern coasts to sample the sticky, sweet stack of warm maple syrup pancakes.
PINEAPPLE GUAVA (GUAVA PUNCH)
Feel the ocean breeze while enjoying a cool glass of freshly juiced guava, mango and pineapple.
BLUEBERRY LIMEADE
Refresh in a taste of the tropics with homemade limeade infused with a burst of blueberries.
PINK LEMONADE
Chill out with refreshingly sweet glass of pink lemonade, a summertime favorite.
PEACH TEA
Relax in the summer breeze with sweet and juicy peach nectar with a splash of refreshing iced tea.
STRAWBERRY PINEAPPLE COCONUT (STRAWBERRY DAIQUIRI)
Indulge in the island life with a frosty blend of sugared strawberries, sweet coconut and a hint of golden pineapple.
TOBACCO (CUBAN)
Kick back and relax with the rich and earthy aromas that come only from authentic Cubans.
TROPICAL LEMONADE (PAPAYA PUNCH)
Chase the smooth, ripened mix of fruity papaya and mango with splashes of citrusy lemon and lime.
LEMON RASPBERRY (THE TRAVELER)
Follow your wanderlust with a refreshing Italian ice bursting with sweet blood orange, tropical mango and tart lemon.
WATERMELON CREAM (THE ABYSS)
Submerge yourself in summer with a juicy and mouth-watering watermelon salt water taffy.
STRAWBERRY CREAM (THE VOYAGE)
Embark on a fantastic voyage with a warm crunch berry rice crispy treat covered in gooey marshmallow.
*Flavor details are the same but with MENTHOL for all ICE flavors.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coastal-clouds-salt-nic-premium-e-liquid-30ml,Coastal Clouds Salt Nic Premium E-Liquid 30ml,Coastal Clouds,https://perfectvape.com/coastal-clouds-salt-nic-premium-e-liquid-30ml/,$10.56,"COASTAL CLOUDS SALT NIC 30ML
(3.5%/35mg)
(5%/50mg)
 
MANGO
Jump feet first into this freshly peeled juicy mango. It’s ultra-smooth sailing with this salt nicotine.
APPLE PEACH STRAWBERRY
Experience waves of flavor from fresh apples,...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1867/7603/coastal-clouds-salt-nic-premium-e-liquid-30ml__56934.1713327470.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7603/coastal-clouds-salt-nic-premium-e-liquid-30ml__56934.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7499/coastal-clouds-salt-nic-premium-e-liquid-30ml__04955.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/6146/coastal-clouds-salt-nic-premium-e-liquid-30ml__42738.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7967/coastal-clouds-salt-nic-premium-e-liquid-30ml__04355.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7874/coastal-clouds-salt-nic-premium-e-liquid-30ml__30704.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7168/coastal-clouds-salt-nic-premium-e-liquid-30ml__94388.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7222/coastal-clouds-salt-nic-premium-e-liquid-30ml__89685.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/6377/coastal-clouds-salt-nic-premium-e-liquid-30ml__34378.1713327470.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1867/7412/coastal-clouds-salt-nic-premium-e-liquid-30ml__34812.1713327470.jpg?c=2']","COASTAL CLOUDS SALT NIC 30ML
(3.5%/35mg)
(5%/50mg)
MANGO
Jump feet first into this freshly peeled juicy mango. It’s ultra-smooth sailing with this salt nicotine.
APPLE PEACH STRAWBERRY
Experience waves of flavor from fresh apples, peaches and strawberries. It’s ultra smooth sailing with this salt nicotine.
APPLE
Take a bite into a crisp apple straight from the cool coastal orchards. It’s ultra smooth sailing with this salt nicotine.
MINT
Feel freshness wash over you with a minty cool burst of flavor. It’s ultra smooth sailing with this salt nicotine.
TOBACCO
Get a taste for the earthy aroma and flavor of this tobacco variety. It’s ultra smooth sailing with this salt nicotine.
SUGARED NECTARINE
Head to the coast of California for freshly picked, sugary sweet and juicy nectarines. It’s ultra smooth sailing with this salt nicotine.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juice-head-freeze-collection-premium-e-liquid-100ml,Juice Head FREEZE Collection Premium E-Liquid 100ml,Juice Head,https://perfectvape.com/juice-head-freeze-collection-premium-e-liquid-100ml/,$12.54,"The MENTHOL line of Juice Head's favorite flavors!
Blueberry Lemon: Sweet blueberries and sour lemons. 
Peach Pear: Sweet peach mixed with juicy pear.
Pineapple Grapefruit: Sweet pineapple mixed with tart grapefruit. T
Strawberry...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1829/7503/juice-head-freeze-collection-premium-e-liquid-100ml__67685.1713327433.jpg?c=2,[],"The MENTHOL line of Juice Head's favorite flavors!
Blueberry Lemon:
Sweet blueberries and sour lemons.
Peach Pear:
Sweet peach mixed with juicy pear.
Pineapple Grapefruit: S
weet pineapple mixed with tart grapefruit. T
Strawberry Kiwi:
Sweet strawberry mixed to delicious perfection with tart kiwi.
Watermelon Lime: Juicy watermelon paired with sweet lime.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juice-head-salt-collection-premium-e-liquid-30ml,Juice Head Salts Premium E-Liquid 30ml,Juice Head,https://perfectvape.com/juice-head-salt-collection-premium-e-liquid-30ml/,$10.56,"Peach Pear - Juicy peaches are fleshed and mixed with the aromatic overtones of pear to create a mellow but delicious eJuice.
Strawberry Kiwi - An explosion of vine-ripened strawberries coupled with fuzzy tangy kiwis to create a deliciously poignant...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1721/9082/JHSaltsGP25ML.1018__62301.1719351121.jpg?c=2,[],"Peach Pear - Juicy peaches are fleshed and mixed with the aromatic overtones of pear to create a mellow but delicious eJuice.
Strawberry Kiwi - An explosion of vine-ripened strawberries coupled with fuzzy tangy kiwis to create a deliciously poignant eJuice.
Watermelon Lime - Subtle watermelon undertones are mixed with the zesty tart flavors of lime to create a delicious combination that is sure to please.
Pineapple Grapefruit - Tropical pineapple lends exotic overtones that mix with zesty grapefruit for a delectable eJuice that will excite the taste buds.
30mL Unicorn Bottle
50% VG
50% PG
Child Resistant Cap
Made in USA
Available nicotine: 25mg, 50mg
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juice-head-premium-e-liquid-100ml,Juice Head Premium E-Liquid 100ml,Juice Head,https://perfectvape.com/juice-head-premium-e-liquid-100ml/,$12.54,"JUICE HEAD E-LIQUID
Juice Head is a relatively new e-liquid line, which brings you luscious fruity vape liquids. Although this brand has only been around for some time, it has already made a mark in the industry.
Juice Head is based in Southern...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1720/9079/JHEliquidAW3mgproductshot.2107_900x__77784.1718985165.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1720/9079/JHEliquidAW3mgproductshot.2107_900x__77784.1718985165.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1720/9080/JH3MGBL.558__88529.1718985219.jpg?c=2']","JUICE HEAD E-LIQUID
Juice Head is a relatively new e-liquid line, which brings you luscious fruity vape liquids. Although this brand has only been around for some time, it has already made a mark in the industry.
Juice Head is based in Southern California. The company's e-liquids are made in a medical-grade, ISO7-certified lab. The company follows strict procedures during its manufacturing process to bring you only the best vape juice blends.
Juice Head currently has five vape juice flavors on the market - Blueberry Lemon, Pineapple Grapefruit, Pear, Watermelon Lime, and Strawberry Kiwi. All these e-liquids come in 100ml bottles and are available with either 0mg, 3mg or 6mg of nicotine.
Juice Head also offers nicotine salt versions of some of its e-liquids. All the blends are guaranteed to delight your taste buds and invigorate your senses.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bora-premium-e-liquid-100ml,Bora Premium E-Liquid 100ml,Shijin Vapor,https://perfectvape.com/bora-premium-e-liquid-100ml/,$11.55,"Sea King: A Sweet and Chewy Gummy bear.
Snap Dragon: Crisp Raspberry Icebreaker that clears the senses.
Sudden Death: Delicious concoction of various Tropical Mangoes.",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1651/6102/shijin-vapor-bora-premium-e-liquid-100ml__65839.1713327326.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1651/6102/shijin-vapor-bora-premium-e-liquid-100ml__65839.1713327326.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1651/6595/shijin-vapor-bora-premium-e-liquid-100ml__87936.1713327326.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1651/7146/shijin-vapor-bora-premium-e-liquid-100ml__34337.1713327326.jpg?c=2']","Sea King:
A Sweet and Chewy Gummy bear.
Snap Dragon:
Crisp Raspberry Icebreaker that clears the senses.
Sudden Death:
Delicious concoction of various Tropical Mangoes.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gummy-os-premium-e-liquid-100ml,Gummy O's Premium E-Liquid 100ml,Shijin Vapor,https://perfectvape.com/gummy-os-premium-e-liquid-100ml/,$13.08,"Apple Rings: A tasty Apple Gummy ring that makes a perfect blend of sweet and tart.
BlueRazz Rings: A sweet and tangy blend of Blueberry and Raspberry flavors with a Candy finish.
Peach Rings: Ripe and sweet Peach flavors paired with a...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1649/7825/shijin-vapor-gummy-os-premium-e-liquid-100ml__08988.1713327323.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1649/6481/shijin-vapor-gummy-os-premium-e-liquid-100ml__69278.1713327323.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1649/7326/shijin-vapor-gummy-os-premium-e-liquid-100ml__66462.1713327323.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1649/7701/shijin-vapor-gummy-os-premium-e-liquid-100ml__25999.1713327323.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1649/6977/shijin-vapor-gummy-os-premium-e-liquid-100ml__82260.1713327323.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1649/7825/shijin-vapor-gummy-os-premium-e-liquid-100ml__08988.1713327323.jpg?c=2']","Apple Rings:
A tasty Apple Gummy ring that makes a perfect blend of sweet and tart.
BlueRazz Rings: A sweet and tangy blend of Blueberry and Raspberry flavors with a Candy finish.
Peach Rings:
Ripe and sweet Peach flavors paired with a Sugary Gummy ring.
Watermelon Rings:
A bright taste of juicy Watermelon infused with a classic Gummy flavor.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemonade-series-premium-e-liquid-100ml,Lemonade Series Premium E-Liquid 100ml,Shijin Vapor,https://perfectvape.com/lemonade-series-premium-e-liquid-100ml/,$13.08,"*NEW PACKAGING*
Originally Vape Maid
 
Mango Lime - A mouthwatering taste of tropical mango candy mixed with tart citrus lime.
Sour Green Apple - Delightfully crisp green apple with a sour candy punch. 
Cucumber Watermelon...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1648/6531/shijin-vapor-lemonade-series-premium-e-liquid-100ml__63845.1713327321.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/6644/shijin-vapor-lemonade-series-premium-e-liquid-100ml__61070.1713327321.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/6695/shijin-vapor-lemonade-series-premium-e-liquid-100ml__52325.1713327321.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/7524/shijin-vapor-lemonade-series-premium-e-liquid-100ml__22567.1713327321.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/6531/shijin-vapor-lemonade-series-premium-e-liquid-100ml__63845.1713327321.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/6362/shijin-vapor-lemonade-series-premium-e-liquid-100ml__51609.1713327321.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1648/6226/shijin-vapor-lemonade-series-premium-e-liquid-100ml__83339.1713327321.jpg?c=2']","*NEW PACKAGING*
Originally Vape Maid
Mango Lime -
A mouthwatering taste of tropical mango candy mixed with tart citrus lime.
Sour Green Apple -
Delightfully crisp green apple with a sour candy punch.
Cucumber Watermelon -
Cucumber Watermelon Sugar Candy.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
its-pixy-premium-e-liquid-100ml,It's Pixy Premium E-Liquid 100ml,Shijin Vapor,https://perfectvape.com/its-pixy-premium-e-liquid-100ml/,$13.08,"Mango Lime - A mouthwatering taste of tropical mango candy mixed with tart citrus lime.
Sour Green Apple - Delightfully crisp green apple with a sour candy punch. 
Cucumber Watermelon - Cucumber Watermelon Sugar Candy.",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1647/7359/shijin-vapor-its-pixy-premium-e-liquid-100ml__50478.1713327318.jpg?c=2,[],"Mango Lime -
A mouthwatering taste of tropical mango candy mixed with tart citrus lime.
Sour Green Apple -
Delightfully crisp green apple with a sour candy punch.
Cucumber Watermelon -
Cucumber Watermelon Sugar Candy.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shijin-vapor-tfn-salt-nic-premium-e-liquid-30ml,Shijin Vapor TFN Salt Nic Premium E-Liquid 30ml,Shijin Vapor,https://perfectvape.com/shijin-vapor-tfn-salt-nic-premium-e-liquid-30ml/,$10.27,"Dragon: A mouth watering baked Lemon tart topped with savory Lemon glaze and powered sugar.
Phoenix: An exotic mix of juicy Guava paired with a refreshing Lychee.
Tiger: A tropical mix of ripe Mangoes and fresh Peaches that provides you...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1646/7327/shijin-vapor-salt-nic-premium-e-liquid-30ml__37780.1713327317.jpg?c=2,[],"Dragon:
A mouth watering baked Lemon tart topped with savory Lemon glaze and powered sugar.
Phoenix:
An exotic mix of juicy Guava paired with a refreshing Lychee.
Tiger:
A tropical mix of ripe Mangoes and fresh Peaches that provides you with a nectar of deliciousness.
Tortoise:
A delicious Apply Berry flavor blended with sweet Sherbet.
Tortoise On Ice:
Adds a splash of Menthol mixed in with a Blue Raspberry and Green Apple blended with a sweet Sherbet.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shijin-vapor-premium-e-liquid-100ml,Shijin Vapor Premium E-Liquid 100ml,Shijin Vapor,https://perfectvape.com/shijin-vapor-premium-e-liquid-100ml/,$12.32,"Dragon Cloud: 
Nothing beats the smell of freshly baked Cinnamon Rolls glazed over in icing, but we took Cinnamon Buns one step further by topping it with a decadent creamy Vanilla Ice Cream. Dragon Cloud is the perfect E-Juice for vapers who enjoy...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1645/6571/shijin-vapor-premium-e-liquid-100ml__83394.1713327314.jpg?c=2,[],"Dragon Cloud:
Nothing beats the smell of freshly baked Cinnamon Rolls glazed over in icing, but we took Cinnamon Buns one step further by topping it with a decadent creamy Vanilla Ice Cream. Dragon Cloud is the perfect E-Juice for vapers who enjoy a nice hot savory vape; with the bold flavors of Cinnamon balanced out with the sweetness from the frosting and the creaminess from the Vanilla Ice Cream, It is the perfect juice to satisfy any sweet tooth cravings.
Phoenix Tears:
One of the original creations from Shijin Vapor's lab even better, Phoenix Tears is a bold and complex E-Juice flavor that will appeal to any vape enthusiast who enjoys vaping Custards, Creams, savories and desserts. Right from the inhale, you would be hit with the rich taste of a Snicker doodle Cookie filled with just the right amount of decadent Vanilla Custard and that is not the end of it, just for that added special touch, we finished it off with a dollop of Strawberry Whipped Cream.
Tigers Milk:
Peaches and mangoes perfectly infused to create a delicious slushy treat.
Tortoise Blood:
Stared from humble beginnings and quickly rose to become one of the leading Blue Raspberry, Green Apple Sherbet flavors in the vape industry. On the inhale, you get a nice mellow tone of crisp Green Apples. After your taste buds get hit with Green Apple you will then experience a combination of Blue Raspberry and creamy Sherbet. This complex flavor is the perfect all-day vape; it's balanced flavor profile makes this E-Juice not too sweet but sweet enough to satisfy any vaper looking for a nice refreshing fruit flavor.
Tortoise On Ice:
From the makers of Tortoise Blood and Tortoise on the Rocks, our newest rendition, Tortoise on Ice will satisfy any vape enthusiast who are into fruit flavored Menthol's. Even with the noticeable Menthol kick with each inhale, you will still have the full flavored experience of the Green Apple - Blue Raspberry Sherbet that our Shijin Vapor supporters have grown to know and love over the years. Tortoise on Ice was the final Tortoise Blood E-Juice rendition to complete what we call ""The Tortoise Trio""
Tortoise On The Rocks:
Imagine Tortoise Blood but with a twist! We decided to have a little fun with our E-Juice recipe and added a little something that would nicely complement the Green Apple and Blue Raspberry that is in our original Tortoise Blood. Then came the idea and creation of Tortoise On The Rocks, which has the same Green Apple and Blue Raspberry flavor Shijin Vapor fans have grown to know and love. However, we decided to add a touch of Spearmint and Bubblegum to make it a nice refreshing vape that is not too overly heavy on the sweetness, fruit, Spearmint or Bubblegum. Making it a nicely balanced all-day vape .
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twist-salt-nic-premium-e-liquid-30ml-2pk,TWIST Salt Nic Premium E-Liquid 30ml 2pk,Twist E-Liquids,https://perfectvape.com/twist-salt-nic-premium-e-liquid-30ml-2pk/,$16.76,"Pink No. 1 (formerly known as Pink Punch Lemonade)
A delicious flavor that features lemon extracts, which brings to mind your favorite summertime drink.
 
Red No. 1 (formerly known as Watermelon Madness)
This is a unique e-liquid that delivers...",https://cdn11.bigcommerce.com/s-nlylv/images/stencil/590x590/products/1640/8130/twist-e-liquids-twist-salt-nic-premium-e-liquid-30ml-2pk__51799.1713327293.jpg?c=2,"['https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1640/7210/twist-e-liquids-twist-salt-nic-premium-e-liquid-30ml-2pk__76649.1713327293.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1640/6164/twist-e-liquids-twist-salt-nic-premium-e-liquid-30ml-2pk__26213.1713327293.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1640/7462/twist-e-liquids-twist-salt-nic-premium-e-liquid-30ml-2pk__59319.1713327293.jpg?c=2', 'https://cdn11.bigcommerce.com/s-nlylv/images/stencil/400x400/products/1640/8130/twist-e-liquids-twist-salt-nic-premium-e-liquid-30ml-2pk__51799.1713327293.jpg?c=2']","Pink No. 1 (formerly known as Pink Punch Lemonade)
A delicious flavor that features lemon extracts, which brings to mind your favorite summertime drink.
Red No. 1 (formerly known as Watermelon Madness)
This is a unique e-liquid that delivers an amazing flavor of pure and sweet red watermelons.
Green No. 1 (formerly known as Honeydew Melon Chew)
Flavor extracts of sweet honeydew melons and juicy cantaloupes combine to create a delicious e-liquid taste.
Purple No. 1 (formerly known as Berry MedleyLemonade)
Blueberry fruit extracts are mixed with lemon flavoring to produce a unique and memorable burst of flavor.
Pink 0° (formerly known as Iced Pink Punch)
Pink lemon extracts inspired by a favorite summertime drink gets a punch of fruit flavors and menthol for a chilled effect.
Crimson No. 1 (formerly known as Strawberry Crush)
Vine-ripe strawberry flavors are perfectly mixed with lemon extracts to create a dazzling e-liquid taste like no other.
Mint 0° (formerly known as Arctic Cool Mint)
Prominently features the slightly sweet and satisfying taste of crushed mint leaves. Each inhale lets your tastebuds indulge in a refreshing blast of mint.
Blend No. 1 (formerly known as Tropical Pucker Punch)
Your taste buds will get an amazing punch of flavor from the exotic tropical fruit extracts, which are blended to perfection.
Tobacco Gold No. 1
Medium-bodied tobacco flavor is mild yet complex and sweet to provide a satisfying taste.
Menthol No. 1
Menthol flavors are balanced to perfection to produce a one of a kind e-liquid.
View All
Close",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
