tag,vendor,main_brand,product,product_id,money,disposable,rechargeable,battery,mesh coil,USB,Adjustable Airflow,flavor1,flavor2,flavor3,flavor4,flavor5,% nicotine,puffs,ml,url,description,image_url,image_url_zoom
air-bar-box-3000-by-nkd100-blue-razz-ice,Air Bar Box 3000 by NKD100,Air Bar Box 3000,Blue Razz Ice,6858972594262,$9.99,TRUE,,TRUE,,,,,,,,,5%,3000,10,https://getpop.co/products/air-bar-box-3000-by-nkd100-blue-razz-ice,"Up to 3,000 puffs (10ml) E-Liquid by NKD100 Air Bar Box Blue Razz Ice is a very sweet take on chilled blue razz, so give one a try if you like it cold and super sweet! Air Bar Box delivers the same spectacular flavors made popular by Air Bar in a compact and sleek device that delivers up to 3,000 puffs from 10ml of e-liquid. This flavor is the result of a collaboration between Air Bar and NKD100. What's included: 1 Air Bar Box disposable device 5% salt nicotine Volume: 10ml (up to 3,000 puffs) Battery: 1,500mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine Natural & Artificial Flavors E-Liquid origin: China Device origin: China About Air Bar Box 3000 Air Bar Box is a terrific addition to the line of disposables by Air Bar. We love the compact design and improved performance that provide incredible flavor that has made Air Bar a huge hit. The AirBar Box features 10ml of e-liquid, good for up to 3,000 puffs, and is the longest lasting disposable by Air Bar at the time of its release. Air Bar Box is made by Goldreams, based in China. Every Air Bar Box disposable is QR-code verifiable for authenticity. Tap here to check out the Goldreams website at https://www.airbar.com/ .",http://getpop.co/cdn/shop/products/air-bar-box-3000-by-nkd100-blue-razz-ice-device_1024x1024.jpg?v=1685130328,http://getpop.co/cdn/shop/products/air-bar-box-3000-by-nkd100-blue-razz-ice-device_2048x2048.jpg?v=1685130328
hqd-cuvie-bar-7000-clear,HQD Cuvie Bar 7000,HQD Cuvie Bar 7000,Clear,6850715320406,$15.99,TRUE,TRUE,TRUE,,TRUE,,menthol,mint,,,,5%,7000,18,https://getpop.co/products/hqd-cuvie-bar-7000-clear,"Up to 7,000 puffs (18ml) Rechargeable via USB Type-C cable (included) USB Type-C Charging Cable is included HQD Cuvie Bar Clear is sneaky good. This has a cool texture that’s sweet and mild similar to sweet mint chewing gum. If you like mint or menthol, we highly recommed you give this a try! What's included: 1 HQD Cuvie Bar 7000 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 18ml (7,000 puffs) Battery Capacity: 550mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine About HQD Cuvie Bar 7000 HQD Cuvie Bar 7000 is the longest-lasting device by HQD, featuring 18ml of e-liquid and a rechargeable battery, good for up to 7,000 puffs. Click or tap here to check out the official HQD website at https://www.hqdtech.com/ .",http://getpop.co/cdn/shop/products/hqd-cuvie-bar-7000-clear-device_1024x1024.jpg?v=1682709652,http://getpop.co/cdn/shop/products/hqd-cuvie-bar-7000-clear-device_2048x2048.jpg?v=1682709652
hqd-cuvie-plus-black-dragon,HQD Cuvie Plus,HQD Cuvie Plus,Black Dragon,6874235371606,$11.99,,,,,,,blackberry,fruit,,,,5%,1200,,https://getpop.co/products/hqd-cuvie-plus-black-dragon,"1,200 puffs (5.0ml) HQD Cuvie Plus Black Dragon features a chilled blend of blackberry and dragon fruit. Essentially, it’s a sweeter version of black ice. 5% salt nicotine Volume: 5.0ml (1,200 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine E-Liquid origin: China Device origin: China About HQD Cuvie Plus HQD Cuvie brings their e-liquid to a larger, longer-lasting device, filled with the same e-liquid flavors that made the HQD Cuvie a hit.",http://getpop.co/cdn/shop/products/hqd-cuvie-plus-black-dragon-device_1024x1024.jpg?v=1696964273,http://getpop.co/cdn/shop/products/hqd-cuvie-plus-black-dragon-device_2048x2048.jpg?v=1696964273
fume-infinity-apple-peach,Fume Infinity 3500,Fume Infinity 3500,Apple Peach,6823840940118,$15.99,TRUE,,TRUE,,,,apple,peach,,,,5%,3500,12,https://getpop.co/products/fume-infinity-apple-peach,"Up to 3,500 puffs (12ml) Fume Infinity Apple Peach has a fully chilled blend of apple ice and peach ice that is both mild and balanced in flavor. The Fume Infinity disposable device features a new design that is compact, robust, and delivers incredible flavor. Featuring 12ml of e-liquid and good for up to 3,500 puffs, the Fume Infinity is the longest lasting device that enhances the flavors that has made Fume wildly popular. What's included: 1 Fume Infinity disposable device 5% salt nicotine Volume: 12ml (up to 3,500 puffs) Battery: 1500 mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About Fume Infinity Fume Infinity features a new design that's sleek and compact. The Fume Infinity is sleek, compact, and feels good to to the touch. Featuring 12ml of e-liquid and good for up to 3,500 puffs, the Fume Infinity is the longest lasting device by Fume to date. We love the shape and performance, which delivers the same flavors that has made Fume a huge success. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-infinity-apple-peach-device_1024x1024.jpg?v=1674578878,http://getpop.co/cdn/shop/products/fume-infinity-apple-peach-device_2048x2048.jpg?v=1674578878
eb-design-bc5000-cherry-lemon-mint,EB Design BC5000,EB Design BC5000,Cherry Lemon Mint,6869971173462,$12.99,TRUE,TRUE,TRUE,TRUE,TRUE,,cherry,lemon,mint,,,5%,5000,13,https://getpop.co/products/eb-design-bc5000-cherry-lemon-mint,"NOTE: Due to rapid changes in manufacturing, this product may branded with EB Design or EB Create. Both brands are made by the company formerly known as Elf Bar. Up to 5,000 puffs (13ml) Mesh Coil Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your EB Design BC5000 rechargeable device. Flavor description coming soon! This flavor is part of the EB Design BC5000 Frozen Edition. EB Design BC5000 is the new version of the original Elf Bar BC5000 from the company formerly known as Elf Bar. If you're already a fan of the original Elf Bar BC5000, then this is a perfect match for you! What's included: 1 EB Design BC5000 rechargeable disposable device USB Type-C Cable is not included 5% salt nicotine Volume: 13ml (up to 5,000 puffs) 650mAh rechargeable battery Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine (5% by volume) About EB Design BC5000 EB Design BC5000 is the newly branded device by the team behind the original Elf Bar BC5000. Fans love the quality of its flavors and reliability of its devices.",http://getpop.co/cdn/shop/products/eb-design-bc5000-cherry-lemon-mint-device_1024x1024.jpg?v=1700510295,http://getpop.co/cdn/shop/products/eb-design-bc5000-cherry-lemon-mint-device_2048x2048.jpg?v=1700510295
fume-extra-desert-breeze,Fume Extra,Fume Extra,Desert Breeze,6782016847958,$9.99,TRUE,,,,,,blueberry,fruit,mint,,,5%,1500,6,https://getpop.co/products/fume-extra-desert-breeze,"Up to 1,500 puffs (6ml) Fume Extra Desert Breeze is a cool aloe vera flavor, lightly sweetened with blueberry and a touch of mint. The fruit and mint here are barely noticeable and serve to add some texture to the aloe. This is a match if you like a clean cool flavor that’s not fruity or minty. What's included: 1 Fume Extra disposable device 5% salt nicotine Volume: 6ml (up to 1,500 puffs) Ingredients: Propylene Glycol Vegetable Glycerin Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About Fume Fume Extra burst onto the scene with their Fume Extra disposable device featuring a wide array of flavors. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-extra-desert-breeze-device_1024x1024.jpg?v=1659538091,http://getpop.co/cdn/shop/products/fume-extra-desert-breeze-device_2048x2048.jpg?v=1659538091
lost-vape-orion-bar-7500-double-apple-ice,Lost Vape Orion Bar 7500,Lost Vape Orion Bar 7500,Double Apple Ice,6859896062038,$11.99,,TRUE,TRUE,,TRUE,TRUE,apple,sour apple,,,,5%,7500,18,https://getpop.co/products/lost-vape-orion-bar-7500-double-apple-ice,"Up to 7,500 puffs (18ml) Adjustable Airflow Rechargeable via USB Type-C cable (not included) Click or tap here for USB Type-C cable to recharge your Lost Vape Orion Bar 7500 rechargeable device. Lost Vape Orion Bar Double Apple Ice is yet another hit. This is a perfect balance of sour apple, fuji apple, and ice. It’s the best apple flavor delivered by a top notch device. Lost Vape Orion Bar is one of the best devices we've tried, in terms of quality. It is a hefty device, so it's not the best for discrete vaping. Nor will it easily fit into your pocket or purse. Even so, if you're looking for something that performs well, you have to try it. Every Lost Vape Orion Bar features adjustable airflow and rechargeable battery. The Lost Vape Orion Bar has a distinctive art design on every device. What's included: 1 Lost Vape Orion Bar 7500 rechargeable device 5% salt nicotine Volume: 18ml (up to 7,500 puffs) Rechargeable Battery: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors About Lost Vape Orion Bar 7500 Lost Vape Orion Bar nailed it in terms of quality and performance. It is a substantial device, so its heft reflects its reliability. It's important to mention that the device is not small, so it is not designed to elegantly slide into a small pocket or purse. If you prefer quality, you have to try one. Lost Vape Orion Bar 7500 is a rechargeable device by Lost Vape, known for quality and design of pod systems. Tap here to check out the Lost Vape website at https://lostvape.com/ .",http://getpop.co/cdn/shop/products/lost-vape-orion-bar-7500-double-apple-ice-device_1024x1024.jpg?v=1685464283,http://getpop.co/cdn/shop/products/lost-vape-orion-bar-7500-double-apple-ice-device_2048x2048.jpg?v=1685464283
pod-juice-salt-bangin-blue-razz,Pod Juice Salt,Pod Juice Salt,Bangin' Blue Razz (Jolly Blue Razz),6783374426198,$12.99,TRUE,,,,,,,,,,,,,30,https://getpop.co/products/pod-juice-salt-bangin-blue-razz,"Salt Nicotine e-liquid Use with refillable pod system. Pod Juice Salt flavor description coming soon! This is a terrific option if you are already familiar with devices and you would like to switch to a more economical and eco-friendly alternative. This bottle of salt-nicotine e-liquid is from Pod Juice, the maker of Pod 2500, Pod Mesh Flo, and Pod 5500 disposable device. If you're not already familiar with Pod Juice Salt or salt-nicotine e-liquids, they are a terrific alternative to disposable devices. Simply pair a bottle of salt-nicotine e-liquid with a refillable pod system. This method also provides low-nicotine options and has a significantly lower impact on the environment. Product details: Volume: 30ml Nicotine options: 3.5% (35mg) 5.5% (55mg) About Pod Juice Salt Pod Juice Salt is the line of salt-nicotine e-liquids by Pod Juice. Based in California, Pod Juice is best known for their wide range of flavors and popular line of disposables, including Pod 2500, Pod Mesh FLO, and Pod 5500. We love Pod Juice. They are a terrific company to work with, and they stand by the quality of their product. This is a brand that you can trust and we are proud to share Pod Juice salt nicotine with you! Tap here to check out the Pod Juice website at https://podjuice55.com/ .",http://getpop.co/cdn/shop/products/pod-juice-salt-bangin-blue-razz-bottle_1024x1024.jpg?v=1659898850,http://getpop.co/cdn/shop/products/pod-juice-salt-bangin-blue-razz-bottle_2048x2048.jpg?v=1659898850
pop-hit-extra-3000-tfn-chilled-watermelon,Pop HIT Extra 3000 TFN,Pop HIT Extra,Chilled Watermelon,6801811210326,$9.99,TRUE,,,,,,watermelon,,,,,,3000,7,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-watermelon,"Up to 3,000 puffs (7ml) Flavor description coming soon! The Pop HIT Extra 3000 TFN is a terrific and welcome upgrade to the Pop Extra disposable device and features TFN, or tobacco-free nicotine . Our product testing team is blown away by the quality of the flavor and overall experience. If you prefer quality and reliability over quantity and puff-counts, then this is a perfect match for you. Every flavor is designed by the team from Pop Vapor, maker of Pop HIT e-liquids and Pop disposable devices. What's included: 1 Pop HIT Extra 3000 TFN disposable device 5% tobacco-free salt nicotine Volume: 7ml (up to 3,000 puffs) Ingredients: USP Propylene Glycol Vegetable Glycerin USP Salt Nicotine Natural & Artificial Flavors Designed in California, Made in China About Pop HIT Extra TFN Pop HIT Extra 3000 TFN is the new and improved version of the original Pop Extra disposable device. This is a device tailored for quality and reliability, featuring anti-leak technology and providing exceptional flavors made by Pop Vapor, the team behind Pop Bar, Pop Extra, Pop Pro, and Pop Lite disposable devices. Tap or click here to check out the official Pop Vapor website at https://popvapor.com/ .",http://getpop.co/cdn/shop/products/pop-hit-extra-3000-tfn-chilled-watermelon-device_1024x1024.jpg?v=1666884240,http://getpop.co/cdn/shop/products/pop-hit-extra-3000-tfn-chilled-watermelon-device_2048x2048.jpg?v=1666884240
hqd-cuvie-air-frozen-choco,HQD Cuvie Air 4000,HQD Cuvie,Frozen Choco,6788112220246,$10.99,TRUE,TRUE,TRUE,,TRUE,,chocolate,milk,,,,5%,4000,,https://getpop.co/products/hqd-cuvie-air-frozen-choco,"Up to 4,000 puffs (12.0ml) Rechargeable via Micro USB cable (included) HQD Cuvie Air 4000 Frozen Choco tastes just like Chocolate Milk. It's cool, sweet, and delicious. We highly recommend this if you enjoy dessert and custard flavors, especially if you love chocolate milk. HQD Cuvie Air 4000 is a terrific rechargeable device from HQD. If you're already a fan of the wildly popular HQD Cuvie Plus, we highly recommend you give the HQD Cuvie Air a try. Enjoy the same amazing flavors by HQD in a longer-lasting rechargeable device. What's included: 1 HQD Cuvie Air 4000 rechargeable disposable device Micro USB Cable is included 5% salt nicotine Volume: 12.0ml (4,000 puffs) Battery Capacity: 650mAh Ingredients: Vegetable Glycerin Propylene Glycol Natural & Artificial Flavors Nicotine About HQD Cuvie Air HQD Cuvie Air 4000 is the rechargeable version of the HQD Cuvie Plus. If you're not already familiar with HQD, we highly recommend you give this a try because HQD is known for delivering amazing flavor in an extremely reliable device. Click or tap here to check out the official HQD website at https://www.hqdtech.com/ .",http://getpop.co/cdn/shop/products/hqd-cuvie-air-4000-frozen-choco-box_1024x1024.jpg?v=1670430642,http://getpop.co/cdn/shop/products/hqd-cuvie-air-4000-frozen-choco-box_2048x2048.jpg?v=1670430642
fume-ultra-apple-candy-1,Fume Ultra 2500,Fume Ultra 2500,Apple Candy,6964669055062,$12.99,TRUE,,,,,,apple,candy,,,,5%,2500,8,https://getpop.co/products/fume-ultra-apple-candy-1,"Up to 2,500 puffs (8ml) Flavor description coming soon! What's included: 1 Fume Ultra disposable device 5% salt nicotine Volume: 8ml (up to 2,500 puffs) Ingredients: Vegetable Glycerin Propylene Glycol Nicotine (5.0%) Natural & Artificial Flavors Designed in USA Made in China About Fume Ultra Fume Ultra is the bigger and longer lasting upgrade from the original Fume Extra. Fume blasted onto the scene with a reputation for delivering fantastic flavor. Tap here to check out the Fume website at https://officialfume.com/ .",http://getpop.co/cdn/shop/products/fume-ultra-apple-candy-box_1024x1024.jpg?v=1707662533,http://getpop.co/cdn/shop/products/fume-ultra-apple-candy-box_2048x2048.jpg?v=1707662533
