title,brand,product,skunumber,price,description,eliquid_contents,nicotine_level,puffs_per_device,puffs_per_device_normal,battery,flavor_options,coil,led,dual_tank,smart_led,turbo,disposable_vape_battery,charging_dock,full_led_screen,power_mode_setting,airflow,operation,url
[5-PACK] LOST VAPE MOVEMENT NEXT 30K DISPOSABLE,LOST VAPE,[5-PACK] LOST VAPE MOVEMENT NEXT 30K DISPOSABLE,,$99.99,"Shop and save with the 5-Pack Lost Vape Movement NEXT 30K Disposable, featuring 3 power output levels, dual mesh coils, MEGA HD Screen, and delivers up to 15000 - 30000 puffs of delicious flavor that tantalizes the taste buds.
LOST VAPE MOVEMENT NEXT 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: Regular (30K) | Boost (22K) | Turbo (15K)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: MEGA HD Screen
• CHARGING: USB Type-C
INCLUDES:
• 1 Lost Vape Movement NEXT 30K Disposable
AVAILABLE OPTIONS:
• Banana Cake
• Berry Party
• Blue Razz Ice
• Blue Watermelon
• Cherry Lemon
• Grape Burst
• Lemon Mint Soda
• Mango Shake
• Miami Mint
• Peach Ice
• Strawberry Gummy
• Strawberry Kiwi
• Strawberry Orange
• Summer Break
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),Regular (30K) | Boost (22K) | Turbo (15K),Boost (22K),900mAh,"Banana Cake, Berry Party, Blue Razz Ice, Blue Watermelon, Cherry Lemon, Grape Burst, Lemon Mint Soda, Mango Shake, Miami Mint, Peach Ice, Strawberry Gummy, Strawberry Kiwi, Strawberry Orange, Summer Break, Watermelon Ice",Dual Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/lost-vape-movement-next-bundle-pack
GEEK BAR MELOSO MAX 9000 DISPOSABLE,FIND BRAND,GEEK BAR MELOSO MAX 9000 DISPOSABLE,,$11.99,"Check out the Geek Bar Meloso MAX 9000 Disposable, offering a 14mL prefilled capacity, 5% nicotine concentration, and delivers up to 9000 vibrant puffs.
Geek Bar Meloso MAX 9000 Disposable Features:
• Prefilled Capacity: 14mL
• Battery Capacity: 600mAh
• Max Puffs: 9000 Puffs
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Dual Mesh Coil
• Charging: Type-C Port
Available Options:
• Apple Sunrise
• Berry Trio Ice
• Clear
• Coconut Shake
• Colombian Coffee Ice
• Cool Mint
• Fuji Melon Ice
• Ginger Ale
• Green Monster
• Meta Moon
• Mexico Mango
• Nectarine
• Peach Ice
• Purple Haze
• Sour Apple Ice
• Stone Freeze
• Strawberry Ice
• Strawberry Mango
• Strawberry Watermelon
• Tropical Rainbow Blast
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Apple Sunrise, Berry Trio Ice, Clear, Coconut Shake, Colombian Coffee Ice, Cool Mint, Fuji Melon Ice, Ginger Ale, Green Monster, Meta Moon, Mexico Mango, Nectarine, Peach Ice, Purple Haze, Sour Apple Ice, Stone Freeze, Strawberry Ice, Strawberry Mango, Strawberry Watermelon, Tropical Rainbow Blast, Watermelon Ice",,no,,no,,,,no,,,,https://www.elementvape.com/geek-bar-meloso-max
SMOK NOVO BAR AL9000 DISPOSABLE,FIND BRAND,SMOK NOVO BAR AL9000 DISPOSABLE,,$9.99,"Shop the SMOK Novo Bar AL9000 Disposable, offering a 15mL prefilled capacity, 5% nicotine concentration strength, and reliably delivers up to 9000 puffs.
SMOK NOVO Bar AL9000 Disposable Features:
• Prefilled Capacity: 15mL
• Battery Capacity: 800mAh
• Max Puffs: 9000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
• E-Liquid Indicator Light
• Battery Indicator Light
Available Options:
Blackberry Razz, Clear, Fresh Mint, Honeydew Melon Mint, Orange Peach, Peach Mango Watermelon, Pink Lemonade, Polar Ice, Root Beer, Straw Watermelon, Strawberry Kiwi, Watermelon Ice, Sour Raspberry, Mango Pear, Lush Dragonfruit, Pink Grapefruit, Strawberry Kiwi Bubblegum
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Blackberry Razz, Clear, Fresh Mint, Honeydew Melon Mint, Orange Peach, Peach Mango Watermelon, Pink Lemonade, Polar Ice, Root Beer, Straw Watermelon, Strawberry Kiwi, Watermelon Ice, Sour Raspberry, Mango Pear, Lush Dragonfruit, Pink Grapefruit, Strawberry Kiwi Bubblegum",,no,,no,,,,no,,,,https://www.elementvape.com/smok-novo-bar-al9000
[5-PACK] IJOY SD40K DISPOSABLE,IJOY,[5-PACK] IJOY SD40K DISPOSABLE,,$79.99,"Shop and save with the 5-Pack iJoy SD40K Disposable, featuring a 20mL capacity, 40K puff delivery, S & D modes, AI Voice control, and a 3D Curved Screen.
[5-PACK] IJOY SD40K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 20mL
• BATTERY CAPACITY: 750mAh
• MAX PUFFS: 40000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 0.4ohm Dual Mesh Coils
• AIRFLOW: Draw-Activated
• DISPLAY SCREEN: 3D Curved Screen
• CHARGING: Type-C
• AI Voice Control
• S Mode - Enhanced Output
• D Mode - Economical Output
INCLUDES:
• 5 iJoy SD40000 Disposable
AVAILABLE OPTIONS:
• B-Pop
• Blueberry Ice
• Blueberry Watermelon
• Cotton Candy
• Gummy Bears
• Miami Mint
• Pineapple Kiwi
• Strawberry Banana
• Strawberry Ice Cubes
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",20mL,5% (50mg),40000,40000,750mAh,"B-Pop, Blueberry Ice, Blueberry Watermelon, Cotton Candy, Gummy Bears, Miami Mint, Pineapple Kiwi, Strawberry Banana, Strawberry Ice Cubes, Watermelon Ice",0.4ohm Dual Mesh Coils,yes,,no,,750mAh,Type-C,yes,,Draw-Activated,Draw-Activated,https://www.elementvape.com/ijoy-sd40k-bundle-pack
[5-PACK] JUICE HEAD 30K DISPOSABLE,JUICE HEAD,[5-PACK] JUICE HEAD 30K DISPOSABLE,,$64.99,"Increase savings with the 5-Pack Juice Head 30K Disposable, featuring 3 power levels, 2X mesh coils, and an adjustable airflow with SMART Display screen.
[5-PACK] JUICE HEAD 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 24mL
• BATTERY CAPACITY: Integrated Rechargeable
• MAX PUFFS: 30K (Eco) | 20K (Normal) | 10K (MAX)
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: 2X Mesh Coil
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Smart Display
• CHARGING: USB Type-C
INCLUDES:
• 5 Juice Head 30K Disposables
AVAILABLE OPTIONS:
• Cherry Apple
• Cool Mint
• Grape Pop
• Peach Berry
• Rainbow Swirl
• Strawberry Banana
• Strawberry Kiwi
• Watermelon Strawberry
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",24mL,5% (50mg),30K (Eco) | 20K (Normal) | 10K (MAX),20K (Normal),Integrated Rechargeable,"Cherry Apple, Cool Mint, Grape Pop, Peach Berry, Rainbow Swirl, Strawberry Banana, Strawberry Kiwi, Watermelon Strawberry",2X Mesh Coil,yes,,no,,Integrated Rechargeable,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/juice-head-30k-bundle-pack
[5-PACK] SOUTH CONNECT 35K DISPOSABLE,SOUTH,[5-PACK] SOUTH CONNECT 35K DISPOSABLE,,$89.99,"Shop and save with the 5-Pack South Connect 35K Disposable, featuring an 18mL capacity, Bluetooth connectivity, integrated speaker and more features to be explored.
[5-PACK] SOUTH CONNECT 35K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 18mL
• BATTERY CAPACITY: 900mAh
• MAX PUFFS: 35000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Fixed
• DISPLAY SCREEN: 2"""" Full Color Touch Screen
• CHARGING: USB Type-C
• Integrated Speaker
• Bluetooth Connectivity
• Customizable Wallpaper
• Screen Lock
INCLUDES:
• 5 South Connect 35K Disposables
AVAILABLE OPTIONS:
• Blue Razz Ice
• Blueberry Watermelon
• Crazy Melon
• Grape Blow Pop
• Grape Lemon
• Mexico Mango
• Miami Mint
• Sour Apple Ice
• Tropical Rainbow Blast
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",18mL,5% (50mg),35000,35000,900mAh,"Blue Razz Ice, Blueberry Watermelon, Crazy Melon, Grape Blow Pop, Grape Lemon, Mexico Mango, Miami Mint, Sour Apple Ice, Tropical Rainbow Blast, Watermelon Ice",Dual Mesh Coils,yes,,no,,900mAh,USB Type-C,yes,,Fixed,Draw-Activated,https://www.elementvape.com/south-connect-35k-bundle-pack
[5-PACK] ELF VPR 30K DISPOSABLE,VPR,[5-PACK] ELF VPR 30K DISPOSABLE,,$99.99,"Shop and save with the 5-Pack ELF VPR 30K Disposable, featuring 23mL prefilled capacity, integrated 620mAh battery, and outputs up to 30000 puffs of pure flavor.
ELF VPR 30K DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 23mL
• BATTERY CAPACITY: 620mAh
• MAX PUFFS: 30000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Fixed
• CHARGING: USB Type-C
• Battery Life Indicator
• Clear Juice Viewing Window
INCLUDES:
• 5 ELF VPR 30K Disposables
AVAILABLE OPTIONS:
• Apple Black Ice
• Banana Ice
• Blue Razz Ice
• Cherry Ice
• Miami Mint
• Strawberry Banana
• Strawberry Kiwi
• Strawberry Watermelon
• Triple Berry Ice
• Watermelon Ice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",23mL,5% (50mg),30000,30000,620mAh,"Apple Black Ice, Banana Ice, Blue Razz Ice, Cherry Ice, Miami Mint, Strawberry Banana, Strawberry Kiwi, Strawberry Watermelon, Triple Berry Ice, Watermelon Ice",Dual Mesh Coils,no,,no,,620mAh,USB Type-C,no,,Fixed,Draw-Activated,https://www.elementvape.com/elf-vpr-30k-bundle-pack
[5-PACK] THURSDAY 30K DISPOSABLE,THURSDAY,[5-PACK] THURSDAY 30K DISPOSABLE,,$74.99,"Shop and save with the 5-Pack Thursday 30K Disposable, featuring a 22mL prefilled capacity, dual-mesh coils, adjustable airflow, and delivering up to 30,000 puffs each.
Thursday 30K Disposable Features:
• PREFILLED CAPACITY: 22mL
• BATTERY CAPACITY: 800mAh
• MAX PUFFS: 30,000
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual-Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: Full Screen Touch
• CHARGING: USB Type-C
• 3 Cyber Modes
• Battery Life Indicator
• E-Liquid Level Indicator
• Formulated in USA
Includes:
• 5 Thursday 30K Disposable
Available Options:
• Blue Raz Jolly
• Cali Mint
• Cherry Lemon Raspberry
• Green Apple Grape
• Mango Banana Smoothie
• Mango Peach
• Orange Lemon Summer
California Proposition 65 Warning:
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",22mL,5% (50mg),"30,000","30,000",800mAh,"Blue Raz Jolly, Cali Mint, Cherry Lemon Raspberry, Green Apple Grape, Mango Banana Smoothie, Mango Peach, Orange Lemon Summer",Dual-Mesh Coils,yes,,no,,800mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/thursday-30k-bundle-pack
WAKA SOPRO PA7000 DISPOSABLE,WAKA,WAKA SOPRO PA7000 DISPOSABLE,,$6.99,"Shop the WAKA soPro PA7000 Disposables, offering a 14mL prefilled capacity, 5% nicotine strength, and delivers 7000 puffs from 15 different flavors.
WAKA soPro PA7000 Disposables Features:
• Prefilled Capacity: 14mL
• Battery Capacity: 850mAh
• Max Puffs: 7000
• Nicotine Strength: 5% (50mg)
• Operation: Draw-Activated
• Heating Element: 0.6ohm Mesh Coil
• Charging: Type-C Port
• Normal Mode: 11W
• Boost Mode: 16W
• Clear Battery E-Liquid Indicators
Available Options:
Blackberry Surge, Blueberry Raspberry, Fresh Mint, Fruity Rainbow, Mango Peach, Minty Lemon, Raspberry Watermelon, Strawberry Burst, Strawberry Watermelon, Watermelon Chill, Lychee Burst, Strawberry Grape,
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Blackberry Surge, Blueberry Raspberry, Fresh Mint, Fruity Rainbow, Mango Peach, Minty Lemon, Raspberry Watermelon, Strawberry Burst, Strawberry Watermelon, Watermelon Chill, Lychee Burst, Strawberry Grape,",,no,,no,,,,no,,,,https://www.elementvape.com/waka-sopro-pa7000
LUCID CHARGE 7000 DISPOSABLE,LUCID,LUCID CHARGE 7000 DISPOSABLE,,$9.99,"Check out the Lucid Charge 7000 Disposable, offering a 12mL prefilled capacity, 5% nicotine concentration, and can deliver up to 7000 delicious puffs. Packed with 12mL of nicotine salts from the creators of Shijin Vapors, the Lucid Charge can deliver up to 7000 puffs with ease. Measuring in at 5%, the Lucid Charge vapes are perfect and balanced.
Lucid CHARGE 7000 Disposable Features:
• Prefilled Capacity: 12mL
• Battery Capacity: Rechargeable
• Max Puffs: 7000
• Nicotine Strength: 5% Nicotine Strength
• Operation: Draw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
Available Options:
Aloe Grape, Aloe Pineapple Ice, Birthday Cake, Butterscotch Custard, Caramel Macchiato, Cool Mint, Dragonfruit Lychee Ice, Grapple Ice, Hawaiian Pog Ice, Kiwi Berry Ice, Mango Tango Ice, Orange Pineapple Soda, Peach Apple Pear Ice, Peach Mango Strawberry, Peach Orange Cranberry, Sour Blueberry Punch, Sour Strawberry Punch, Sweet Tobacco, Unflavored, Watermelon Bubblegum Ice, White Gummy
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Aloe Grape, Aloe Pineapple Ice, Birthday Cake, Butterscotch Custard, Caramel Macchiato, Cool Mint, Dragonfruit Lychee Ice, Grapple Ice, Hawaiian Pog Ice, Kiwi Berry Ice, Mango Tango Ice, Orange Pineapple Soda, Peach Apple Pear Ice, Peach Mango Strawberry, Peach Orange Cranberry, Sour Blueberry Punch, Sour Strawberry Punch, Sweet Tobacco, Unflavored, Watermelon Bubblegum Ice, White Gummy",,no,,no,,,,no,,,,https://www.elementvape.com/lucid-charge
[5-PACK] YOGI BAR 8000 DISPOSABLE,FIND BRAND,[5-PACK] YOGI BAR 8000 DISPOSABLE,,$54.99,"Save on the 5-Pack Yogi Bar 8000 Disposable, featuring a 17mL prefilled capacity, 5% nicotine salt strength, and delivers 8000 puffs of delicious flavor.
Yogi Bar 8000 Disposable (5-Pack) Features:
• Prefilled Capacity: 17mL
• Battery Capacity: 600mAh
• Max Puffs: 8000
• Nicotine Strength: 5% (50mg)
• Operation: Drraw-Activated
• Heating Element: Mesh Coil
• Charging: Type-C Port
Available Options:
Apple Cinnamon Granola Bar, Blueberry Granola Bar, Java Granola Bar, Original Granola Bar, Peanut Butter Banana Granola Bar, Strawberry Granola Bar, Vanilla Tobacco Granola Bar
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,,,,,"Apple Cinnamon Granola Bar, Blueberry Granola Bar, Java Granola Bar, Original Granola Bar, Peanut Butter Banana Granola Bar, Strawberry Granola Bar, Vanilla Tobacco Granola Bar",,no,,no,,,,no,,,,https://www.elementvape.com/yogi-bar-8000-5pk
GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE,FIND BRAND,GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE,,$14.99,"Shop the Geek Bar Pulse 15000 Zero Nicotine Disposable, featuring a 16mL prefilled capacity, 7500-15000 puff delivery, 650mAh integrated battery, and freedom from any nicotine.
GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 16mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: Regular Mode: 15000 | Pulse Mode: 7500
• NICOTINE STRENGTH: 0% (0mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: OLED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 1 Geek Bar Pulse 15000 0% Zero Nicotine Disposable
AVAILABLE OPTIONS:
• Strawberry B-Pop
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",16mL,0% (0mg),Regular Mode,Regular Mode,650mAh,Strawberry B-Pop,Dual Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/geek-bar-pulse-zero-nic-disposable
[5-PACK] GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE,FIND BRAND,[5-PACK] GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE,,$59.99,"Grab the 5-Pack Geek Bar Pulse 15000 Zero Nicotine Disposable, offering 16mL capacity, 7,500–15,000 puffs, a 650mAh battery, and a completely nicotine-free experience.
GEEK BAR PULSE 15000 0% ZERO NICOTINE DISPOSABLE FEATURES:
• PREFILLED CAPACITY: 16mL
• BATTERY CAPACITY: 650mAh
• MAX PUFFS: Regular Mode: 15000 | Pulse Mode: 7500
• NICOTINE STRENGTH: 5% (50mg)
• OPERATION: Draw-Activated
• HEATING ELEMENT: Dual Mesh Coils
• AIRFLOW: Adjustable
• DISPLAY SCREEN: OLED
• CHARGING: USB Type-C
• Battery Life Indicator
• E-Liquid Level Indicator
INCLUDES:
• 5 Geek Bar Pulse 15000 0% Zero Nicotine Disposables
AVAILABLE OPTIONS:
• Strawberry B-Pop
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Disclaimer: Both rechargeable (Li-ion, LiPo) and non-rechargeable batteries carry inherent risks. ElementVape.com, its parent companies, and subsidiaries are not liable for any damage, injury, or defects, whether direct or indirect, resulting from the use, misuse, mishandling, or improper storage of batteries, chargers, or devices.",16mL,5% (50mg),Regular Mode,Regular Mode,650mAh,Strawberry B-Pop,Dual Mesh Coils,yes,,no,,650mAh,USB Type-C,yes,,Adjustable,Draw-Activated,https://www.elementvape.com/geek-bar-pulse-15k-zero-nic-bundle-pack
