Unnamed: 0,Brand,Product,SkuNumber,Price,Description,E-liquid contents,Puffs per Device,Flavor,Coil,Name Change,Master Case Qty,Vibration Notifications,Display,Display_Description,Nicotine_Levels,Power_Modes,Dual_Tank,Adjustable_Airflow,Battery_Type,Power_Mode,Internal_Features,External_Features,Country_of_Assembly,Nic_level_1,Nic_level_2,Nic_level_3,Iced_Variable,Nic_Free,TFN,Product_Type
179,Posh Disposables,Sakura Grape Ice Posh Max 2.0,53445,$15.99 ,,14ml,5200,"The Sakura Grape Ice Posh Max 2.0 mixes refreshing mint with plump, purple grapes.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
180,Posh Disposables,Mint Ice Posh Max 2.0,53443,$15.99 ,,14ml,5200,The Mint Ice Posh Max 2.0 vape uses a sweet and icy mint and menthol blend that is ideal for menthol smokers and vapers.,,,,,False,,LEVELS,,False,False,650mAh (Rechargeable via USB-C),,,,,0 MG,50 MG,,True,0*,0,Unknown
181,Posh Disposables,Fanta Strawberry Ice Posh Max 2.0,53446,$15.99 ,,14ml,5200,The Fanta Strawberry Ice Posh Max 2.0 vape blends a sweetened strawberry flavor with a crisp mint.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
182,Posh Disposables,Dragon Banana Strawberry Ice Posh Max 2.0,53442,$15.99 ,,14ml,5200,"The Dragon Banana Strawberry Ice Posh Max 2.0 vape uses a unique blend of smooth banana, ripe strawberry and exotic dragon fruit with a blast of mint.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
183,Posh Disposables,Gummy Bear Ice Posh Max 2.0,53441,$15.99 ,,14ml,5200,The Gummy Bear Ice Posh Max 2.0 vape mixes a fusion of candied fruit flavors with a refreshing mint.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
184,EBCREATE,Fuji Ice BC5000,52162,$12.99 ,,,5000,The Fuji Ice BC5000 vape flavor provides a fresh apple and ice taste that is slightly sweeter than the Sour Apple Ice EBDesigns vape. This limited edition EBDesigns apple flavor provides a nice all day vape with tons of flavor in every puff.,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
185,Lost Vape,Triple Berries Orion Bar 7500,53421,$9.99 ,,18ml,7500,"The Triple Berries Orion Bar disposable vape mixes up blueberry, raspberry and blackberry flavors for an incredible sweet fruit taste in every puff.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
186,EZEE,Mango Passion Fruit EZBAR 5000,53406,$15.99 ,,10ml,5000,The Mango Passion Fruit EZBAR vape uses a tasty tropical fruit mix that balances passion fruit flavor with a smooth mango.,,,,,False,,50 MG,,False,False,500mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
187,EBCREATE,Cuba Cigar BC5000,51834,$12.99 ,,,5000,The Cuba Cigar BC5000 provides a rich tobacco flavor that is ideal for former combustible cigarette smokers and vapers alike. A fine alternative to the many fruit flavors in the Elf Bar line.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
188,Oxbar,Mango Peach Oxbar G8000,53459,$15.99 ,,16ml,8000,The Mango Peach Oxbar G8000 vape blends a sweet mango and ripe peach taste in a long-lasting vape device.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
189,Oxbar,Peach Ice Oxbar G8000,53455,$15.99 ,,16ml,8000,The Peach Ice Oxbar G8000 rechargeable vape mixes a fresh peach taste with a crisp mint. All well-balanced blend of fruity and icy flavors.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
190,Oxbar,Kiwi Passion Kick Oxbar G8000,53457,$15.99 ,,16ml,8000,"The Kiwi Passion Kick Oxbar G8000 disposable vape blends a tropical mix of kiwi, passion fruit and guava in every puff.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
191,Flum,Melo Ice Cream FLUM Pebble,53332,$15.99 ,,14ml,6000,"The Melo Ice Cream Flum Pebble vape tastes like a creamy, vanilla ice cream and melon treat.",,,,,False,,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
192,Lost Vape,Summer Peach Ice Orion Bar 7500,53422,$9.99 ,,18ml,7500,"The Summer Peach Ice Orion Bar vape adds a menthol kick to a delicious, sweet and tangy peach.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
193,EBCREATE,Malibu EB BC5000,52288,$12.99 ,,,5000,"The limited edition Malibu BC5000 vape flavor blends fresh peach, pineapple and orange flavors with a light ""ice"" for a well-rounded vape experience.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
194,EBCREATE,Cranberry Grape BC5000,52698,$12.99 ,,,5000,The Cranberry Grape EBDesign 5000 puff vape mixes a tart cranberry with a fruity grape vape flavor.,,,,,False,,LEVELS,,False,False,,,,,,0 MG,50 MG,,False,0*,0,Unknown
195,EBCREATE,Tropical SPOAL BC5000,51501,$12.99 ,,,5000,"The Tropical SPOAL BC5000 flavor, formerly known as Tropical Rainbow Blast, is a long-lasting disposable vape that is rechargeable and gets up to 5,000 puffs in each device. It combines sweet fruity flavors for a superb vaping experience.",,,,,False,,LEVELS,,False,False,,,,,,0 MG,40 MG,,False,0*,0,Unknown
196,Lost Mary,Lemon Lime Sparkling Lost Mary OS5000 Luster,53434,$12.99 ,,10ml,5000,"The Lemon Lime Sparkling Lost Mary Luster vape provides a bubbly, refreshing citrus soda taste that blends lemon and lime flavors with a touch of ice.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
197,Lost Mary,Black Strawnana Lost Mary OS5000 Luster,53432,$12.99 ,,10ml,5000,The Black Strawnana Lost Mary Luster vape adds a dash of fresh blackberry juice to a delightful strawberry and banana mix.,Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
198,Lost Mary,Berry Crush Ice Lost Mary OS5000 Luster,53433,$12.99 ,,10ml,5000,"The Berry Crush Ice Lost Mary OS5000 Luster blends sweetened blueberry, raspberry and blackberry flavors with a crisp mint.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
199,EBCREATE,Lemon Mint BC5000,51245,$12.99 ,,,5000,"The Lemon Mint BC5000 puff vape is a unique vape flavor that perfectly blends sweet, sour and mint all into one.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
200,Lost Vape,Double Apple Ice Orion Bar 7500,53513,$9.99 ,,18ml,7500,The Double Apple Orion Bar Sparkling Edition vape provides up to 7500 puffs of fantastically flavorful red and green apple flavors. A well-balanced sweet and sour apple blend with a punch of wintry mint.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
201,Lost Vape,Passion Fruit Pineapple Orion Bar 7500,53514,$9.99 ,,18ml,7500,The Passion Fruit Pineapple Sparkling Edition Orion Bar features a blast of tropical fruit flavor in every puff. A well-balanced mix of passion fruit and pineapple provide a sweet and tangy vape.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
202,Posh Disposables,Kiwi Strawberry Ice Posh Max 2.0,53485,$15.99 ,,14ml,5200,The Kiwi Strawberry Ice Posh Max 2.0 disposable vape blends a spectacular tropical kiwi with a fresh summer strawberry taste.,,,,,False,,LEVELS,,False,False,650mAh (Rechargeable via USB-C),,,,,0 MG,50 MG,,True,0*,0,Unknown
203,Posh Disposables,Grape Ice Posh Max 2.0,53488,$15.99 ,,14ml,5200,The Grape Ice Posh Max 2.0 is a top-selling nicotine-free vape that is packed with a mix of sweet purple grape and wintry mint flavors.,,,,,False,,0 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,1,0,Unknown
204,Posh Disposables,Blue B Ice Posh Max 2.0,53491,$15.99 ,,14ml,5200,The Blue B Ice Posh Max 2.0 vape is loaded with ripe blueberry flavor and a spike of cool mint.,,,,,False,,LEVELS,,False,False,650mAh (Rechargeable via USB-C),,,,,0 MG,50 MG,,True,0*,0,Unknown
205,Posh Disposables,Strawberry Ice Posh Max 2.0,53493,$15.99 ,,14ml,5200,The Strawberry Ice Posh Max 2.0 disposable vape blends a freshly-picked strawberry taste with a crisp mint. Sold in nicotine-free (0mg).,,,,,False,,0 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,1,0,Unknown
206,Lost Mary,Cherry Peach Lemonade Lost Mary OS5000,53050,$12.99 ,,10ml,5000,"The Cherry Peach Lemonade Lost Mary OS5000 provides a well-balanced mix of sour cherry, ripe peach and tangy lemonade flavors.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,False,0,0,Unknown
207,EBCREATE,Pineapple Coconut Ice BC5000,51503,$12.99 ,,,5000,The Pineapple Coconut EB BC5000 provides a fantastic blend of tropical fruit flavors with a cool mint.,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
208,EBCREATE,Apple Peach EB TE6000,53565,$11.99 ,,,6000,The Apple Peach TE6000 vape flavor blends a succulent peach with a sweet red apple.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
209,EBCREATE,Strawberry Ice EB TE6000,53575,$11.99 ,,,6000,"The Strawberry Ice TE6000 vape from EB DESIGN blends a pleasant, ripe summer strawberry with a wintry mint.",,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
210,Flum,Aloe Grape FLUM Pebble,53100,$15.99 ,,14ml,6000,"The Aloe Grape Flum Pebble disposable vape has a smooth, grape flavor that adds a light ice and aloe finish.",,,,,False,,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
211,EBCREATE,Blue Razz Ice EB TE6000,53567,$11.99 ,,,6000,The Blue Razz Ice TE6000 vape flavor blends a sweet blue raspberry with a crisp ice taste.,,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
212,EBCREATE,Juicy Peach EB TE6000,53572,$11.99 ,,,6000,The Juicy Peach TE6000 vape flavor uses a tasty Georgia peach flavor that is primarily sweet with a touch of sourness on exhale.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
213,EBCREATE,Ice Mint EB TE6000,53571,$11.99 ,,,6000,The Ice Mint TE6000 vape by EBDESIGN uses a sweet and icy mint taste for up to 6000 puffs.,,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
214,EBCREATE,Grape Ice EB TE6000,53569,$11.99 ,,,6000,The Grape Ice TE6000 vape flavor adds a dash of cool mint to a plump purple grape flavor,,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
215,Lost Vape,Blackcurrant Mixed Berries Orion Bar 7500,53562,$9.99 ,,18ml,7500,"The Blackcurrant Mixed Berries Orion Bar disposable vape is a Sparkling Edition flavor that mixes a sweet berry blend with a dash of bitter, exotic blackcurrant taste.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
216,EBCREATE,Blueberry Pom Ice BC5000,53525,$12.99 ,,,5000,"The Blueberry Pom Ice EBDesign BC5000 provides well-balanced flavor mix that has a fresh, sweet blueberry base, splash of tart pomegranate and cool mint.",,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
217,EBCREATE,Key West EB TE6000,53573,$11.99 ,,,6000,The Key West TE6000 vape uses a refreshing fruit twist that adds a ripe strawberry to a pineapple and orange blend.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
218,EBCREATE,Lemon Drop EB TE6000,53574,$11.99 ,,,6000,The Lemon Drop TE6000 vape blends a sweet and sour candied citrus taste in every puff.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
219,EBCREATE,Clear EB TE6000,53568,$11.99 ,,,6000,The Clear TE6000 vape provides a refreshing experience which has a lighter touch of flavor than a typical disposable vape.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
220,EBCREATE,Strawberry Pear Orange Ice BC5000,53527,$12.99 ,,,5000,"The Strawberry Pear Orange Ice BC5000 vape by EB DESIGN uses a sweet, light summertime fruit mix that contains a well-balanced blend of ripe strawberry, pear, orange and mint flavors.",,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
221,EBCREATE,Orange Pear Nectar BC5000,53526,$12.99 ,,,5000,"The Orange Pear Nectar BC5000 vape by EBDESIGN has a sweet, fresh fruit taste that blends a tasty orange with a touch of pear nectar.",,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
222,EBCREATE,Strawlemon Ice BC5000,53529,$12.99 ,,,5000,"The Strawlemon Ice BC5000 vape by EBDESIGN is a delightful summertime vape flavor that adds a sweet, ripe strawberry to a sweet and tangy lemon zest.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
223,EBCREATE,Hawaii Punch EB TE6000,53570,$11.99 ,,,6000,"The Hawaii Punch TE6000 vape uses a delicious blend of tropical fruit flavors. Each TE6000 vape provides up to 6,000 puffs per device.",,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
224,EBCREATE,EB TE6000 Sampler Pack,53599,$44.99 ,,10.3ml,6000,The TE6000 vape sampler provides three top-selling vape flavors at one low price. This discounted bundle includes,,,,,False,,40 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Disposable System
225,Lost Mary,Acai Berry Storm Ice Lost Mary OS5000 Luster,53430,$12.99 ,,10ml,5000,"The Acai Berry Storm Ice Lost Mary Luster vape blends a robust, earthy acai berry with sweet raspberry and icy mint flavors.",Mesh Coil,,,,False,,50 MG,,False,False,"650mAh, rechargeable via USB-C",,,,,,,,True,0,0,Unknown
226,EBCREATE,Watermelon Ice EB TE6000,53576,$11.99 ,,,6000,"Experience the perfect balance of sweet and refreshing flavors with the Watermelon Ice TE6000 vape by EBDesign, featuring a tantalizing combination of watermelon and mint flavors. This fusion of watermelon and mint creates a truly satisfying vaping experience that will keep you coming back for more.",,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
227,EBCREATE,Autumn EB TE6000,53566,$11.99 ,,,6000,"Indulge in a truly refreshing vaping experience with the Autumn TE6000 vape by EBDesign, a delightful blend of melon, mango, and mint flavors. This fusion of fruity sweetness and refreshing mint is sure to provide satisfying flavor with every draw.",,,,,False,,40 MG,,False,False,,,,,,,,,True,0,0,Unknown
228,Kangvape,Kangvape Smod Onee Max Sampler,52380,$49.99 ,,19.9ml,6000,The Smod Onee Max vape sampler from Kangvape provides three of the top-selling Smod vape flavors at one low price. The Kangvape Smod flavors included in this sampler are,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Disposable System
229,Kangvape,Spearmint Kangvape SMOD 6000,53121,$11.99 ,,19.9ml,6000,The Spearmint Smod vape by Kangvape uses a sweet and icy spearmint taste.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
230,Kangvape,Watermelon Ice Cream Kangvape SMOD 6000,53122,$11.99 ,,19.9ml,6000,"The Watermelon Ice Cream Kangvape Smod disposable vape uses a unique blend of juicy watermelon and rich, creamy ice cream.",,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
231,EBCREATE,Peach Mango Watermelon BC5000,51237,$12.99 ,,,5000,The Peach Mango Watermelon EBDesign 5000 puff expertly merges all three fruit vape flavors into a great all day vape.,,,,,False,,LEVELS,,False,False,,,,,,0 MG,50 MG,,False,0*,0,Unknown
232,Yovo,Miami Mint YOVO JB8000,53614,$15.99 ,,12ml,8000,The Miami Mint YOVO Bar JB8000 vape adds a touch of citrus flavor to a traditional icy mint vape.,,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
233,Yovo,Cali Mint YOVO JB8000,53607,$15.99 ,,12ml,8000,"The Cali Mint YOVO JB8000 vape uses spot-on icy mint vape flavor that has a crisp, icy taste.",,,,,False,,50 MG,,False,False,650mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
234,EBCREATE,Strawberry Tobacco BC5000,53603,$12.99 ,,,5000,The Strawberry Tobacco BC5000 vape adds a dash of ripe strawberry taste to a robust tobacco flavor.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
235,EBCREATE,Kopi Tobacco EB BC5000,53601,$12.99 ,,,5000,The Kopi Tobacco BC5000 vape (formerly Coffee Tobacco) adds a bold coffee to a rich tobacco flavor. The perfect morning vape for vapers and smokers that prefer a rich tobacco taste.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
236,EBCREATE,Blueberry Tobacco BC5000,53604,$12.99 ,,,5000,The Blueberry Tobacco BC5000 vape blends a robust tobacco blend with a touch of sweet blueberry.,,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
237,EBCREATE,Brownn Tobacco BC5000,53602,$12.99 ,,,5000,"The Brownn Tobacco BC5000 vape, formerly known as Nut Tobacco, uses a sophisticated blend that features a rich tobacco taste that is complemented by a light almond aroma.",,,,,False,,40 MG,,False,False,,,,,,,,,False,0,0,Unknown
238,EBDESIGN,Mint Tobacco BC5000,52210,$17.99 ,,13ml,5000,The Mint Tobacco EB CREATE flavor provides a blend of smooth tobacco and refreshing mint in a long-lasting vape device.,,,,,False,,50 MG,,False,False,,,,,,,,,True,0,0,Unknown
239,Flum,Aloe Mango Icy UT Bar,53727,$15.99 ,,10ml,6000,"The Aloe Mango Icy UT Bar disposable vape blends a smooth, ripe mango with a light ice and aloe finish. Designed and manufactured by the makers of the Flum Pebble and Flum Float.",Made with Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,True,0,0,Unknown
240,EBCREATE,Strawberry Banana BC5000,51804,$12.99 ,,,5000,The Strawberry Banana EBDesign BC5000 has a smooth fruity blend of strawberry and banana in every puff. Reminiscent of your favorite strawberry banana smoothie.,,,,,False,,50 MG,,False,False,,,,,,,,,False,0,0,Unknown
241,Flum,Guava Sunrise UT Bar,53728,$15.99 ,,10ml,6000,"The Guava Sunrise UT Bar disposable vape adds a light, tart citrus taste to a sweet, tropical guava flavor. Designed and manufactured by the makers of the Flum Pebble and Flum Float.",Made with Mesh Coil,,,,True,Power Indicator and E-Liquid Indicator,50 MG,,False,False,550mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
242,Flum,White Gummy FLUM Pebble,53241,$15.99 ,,14ml,6000,"The White Gummy Flum Pebble rechargeable vape uses a sweet, sugary blend of tropical fruit flavors.",,,,,False,,50 MG,,False,False,600mAh (Rechargeable via USB-C),,,,,,,,False,0,0,Unknown
243,Funky Republic,Orange Starfruit Kiwi Ice Funky Lands Ti7000,53655,$13.99 ,,12.8ml,7000,"The OSK Ice Funky Republic Ti7000 uses a unique fruity formula that combines orange, starfruit and kiwi flavors with a dash of cool mint, formerly known as Orange Starfruit Kiwi.",QUAQ Coil Technology,OSK Ice Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,True,0,0,Unknown
244,Funky Republic,Mixed Fruit Funky Lands Ti7000,53654,$13.99 ,,12.8ml,7000,The Mixed Fruit Funky Lands (formerly Funky Republic) Ti7000 uses an assorted mix of fresh fruit flavors for the perfect all-day vape.,QUAQ Coil Technology,Mixed Fruit Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
245,Funky Republic,Mango Kiss Funky Lands Ti7000,53653,$13.99 ,,12.8ml,7000,The Mango Kiss Funky Republic Ti7000 uses a delectable mango nectar flavor in every puff.,QUAQ Coil Technology,Mango Kiss Funky Lands Ti7000,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,False,0,0,Unknown
246,Funky Republic,Blueberry Rose Mint Funky Republic Ti7000,53652,$13.99 ,,12.8ml,7000,The Blueberry Rose Mint Funky Republic Ti7000 was formerly known as Blue Red Mint. It blends a juicy blueberry with a crisp mint and hint of rose.,QUAQ Coil Technology,,,,True,"E-Liquid Indicator Light, Battery Indicator Light",50 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,True,0,0,Unknown
247,Funky Republic,Blossom Mint Funky Republic Ti7000,53651,$13.99 ,,12.8ml,7000,The Blossom Mint Funky Republic Ti7000 blends a floral taste with a cool mint.,QUAQ Coil Technology,,,,True,"E-Liquid Indicator Light, Battery Indicator Light",40 MG,,False,False,600mAh (Rechargeable via USB-C),,QUAQ Coil Technology,,,,,,True,0,0,Unknown
